storage_kind,experiment_id,query_id,query_class,sample,contig,start,end,query_size,context,coalescing_gap,physical_reads,mergeable_reads,dependency_rounds,total_bytes_fetched,unique_bytes_fetched,duplicate_bytes_fetched,bootstrap_bytes_fetched,logical_index_bytes,directory_page_bytes_fetched,directory_pages_selected,data_bytes_fetched,required_compressed_payload_bytes,canonical_payload_bytes,read_amplification,canonical_amplification,index_lookup_us,decompression_us,decode_us,graph_reconstruction_us,total_local_query_us,selected_chunks,selected_nodes,canonical_hash,correctness,simulated_20ms_ms,simulated_50ms_ms,simulated_100ms_ms
gbz-base,gbz-base-baseline,random-1000000-00008,random-1000000,MHC-GRCh38,MHC,3577106,4577106,1000000,100,,,,,,,,,,,,,,,,,,,,,1056069.865000,,,,true,,,
gbz-base,gbz-base-baseline,random-1000000-00009,random-1000000,MHC-GRCh38,MHC,3789056,4789056,1000000,100,,,,,,,,,,,,,,,,,,,,,1077052.323000,,,,true,,,
fixed-window,fixed-w16k-zstd-3,random-1000-00000,random-1000,MHC-GRCh38,MHC,2654244,2655244,1000,100,0,3,1,3,39112,39112,0,16384,4575,458,1,22270,1094,4386,35.751371,8.917465,15.138000,104.830000,320.029000,270.603000,731.950000,1,20,7023756c327dfc42cc748fd0c699aba076a4fdd6e782fc68c4f9317650d78d1f,true,62.542987,156.128960,316.429867
fixed-window,fixed-w16k-zstd-3,random-1000-00001,random-1000,MHC-GRCh38,MHC,4897918,4898918,1000,100,0,3,0,3,37240,37240,0,16384,3497,3011,1,17845,1143,3724,32.580927,10.000000,5.727000,76.300000,49.947000,57.134000,243.519000,2,5,0f3e26b2367cd8c927e3fcc74784b7c68afda5a708cdf28af6c3d6753b64b953,true,62.493067,155.979200,315.930667
fixed-window,fixed-w16k-zstd-3,random-1000-00002,random-1000,MHC-GRCh38,MHC,1758423,1759423,1000,100,0,2,0,2,28048,28048,0,16384,4575,0,1,11664,791,2881,35.458913,9.735509,6.269000,47.490000,57.516000,83.364000,216.423000,1,10,133fa0ebf1ed0843979635624467ecf79c6e162da236230f9bf2e6239a2b732e,true,41.747947,104.243840,211.479467
fixed-window,fixed-w16k-zstd-3,random-1000-00003,random-1000,MHC-GRCh38,MHC,3202374,3203374,1000,100,0,3,1,3,26869,26869,0,16384,4575,458,1,10027,1031,3465,26.061106,7.754401,6.035000,41.303000,36.788000,46.154000,146.029000,1,5,a206c9ece5e07726bb5b39e6657386c6246a99f8a3ab498cc78130719bfc8341,true,62.216507,155.149520,313.165067
fixed-window,fixed-w16k-zstd-3,random-1000-00004,random-1000,MHC-GRCh38,MHC,1529093,1530093,1000,100,0,2,0,2,31418,31418,0,16384,4575,0,1,15034,801,2774,39.223471,11.325883,5.112000,61.501000,106.794000,110.594000,300.866000,1,7,9eeefc2c27475e650e4092df95a3b58017919691e0a971867d5f0c4f1d41b4a7,true,41.837813,104.513440,212.378133
fixed-window,fixed-w16k-zstd-3,random-1000-00005,random-1000,MHC-GRCh38,MHC,999079,1000079,1000,100,0,2,0,2,38522,38522,0,16384,4575,0,1,22138,959,4021,40.168926,9.580204,5.364000,89.738000,101.853000,136.033000,428.563000,2,19,1a08adc0028aaf4bf93c8c4778378eb76cf8c8cbbb782f9c0496f0ac41df5129,true,42.027253,105.081760,214.272533
fixed-window,fixed-w16k-zstd-3,random-1000-00006,random-1000,MHC-GRCh38,MHC,4410732,4411732,1000,100,0,3,0,3,29650,29650,0,16384,3497,3011,1,10255,752,2710,39.428191,10.940959,4.944000,41.791000,41.601000,54.534000,160.939000,1,7,094f362cd65ffce3015be03603ec8e8c1ed6dcf943f687870ebde814eca7e69b,true,62.290667,155.372000,313.906667
fixed-window,fixed-w16k-zstd-3,random-1000-00007,random-1000,MHC-GRCh38,MHC,2388877,2389877,1000,100,0,2,0,2,27770,27770,0,16384,4575,0,1,11386,838,2947,33.138425,9.423142,5.428000,44.895000,47.976000,59.332000,172.442000,1,7,b4a99b0d35f06ec587a0c4126c82f9477599b85bd0802556fd4e43d6d4593233,true,41.740533,104.221600,211.405333
fixed-window,fixed-w16k-zstd-3,random-1000-00008,random-1000,MHC-GRCh38,MHC,844767,845767,1000,100,0,2,0,2,25521,25521,0,16384,4575,0,1,9137,800,3007,31.901250,8.487197,5.016000,36.922000,25.351000,36.916000,119.652000,1,10,ca775f09bf2a4a71b20e212b071ec8184f09136e111d888201e742f942c3a638,true,41.680560,104.041680,210.805600
fixed-window,fixed-w16k-zstd-3,random-1000-00009,random-1000,MHC-GRCh38,MHC,3227097,3228097,1000,100,0,3,1,3,35572,35572,0,16384,4575,458,1,18730,763,2531,46.621232,14.054524,5.944000,77.980000,61.150000,78.868000,290.205000,2,4,0255a889f5167fbf3a955d8155ad751b4570581dfb0e9bc2cdea6ae7ea4670ac,true,62.448587,155.845760,315.485867
fixed-window,fixed-w16k-zstd-3,random-10000-00000,random-10000,MHC-GRCh38,MHC,3078533,3088533,10000,100,0,3,1,3,37102,37102,0,16384,4575,458,1,20260,4813,21433,7.708706,1.731069,5.878000,83.673000,85.239000,201.844000,465.929000,2,97,dc43b95c88885288ca814cae4378ab3fb571c5e1dfea4d8ed03d04722fc4c29b,true,62.489387,155.968160,315.893867
fixed-window,fixed-w16k-zstd-3,random-10000-00001,random-10000,MHC-GRCh38,MHC,2465757,2475757,10000,100,0,2,0,2,51154,51154,0,16384,4575,0,1,34770,5821,27047,8.787837,1.891300,5.422000,148.107000,298.588000,566.929000,1244.854000,2,160,20b86cc9f9e11e316321a49147f44632b0f28c77313432f361cefe6f65278e65,true,42.364107,106.092320,217.641067
fixed-window,fixed-w16k-zstd-3,random-10000-00002,random-10000,MHC-GRCh38,MHC,3576984,3586984,10000,100,0,3,0,3,29860,29860,0,16384,4575,4089,1,9387,4485,17036,6.657748,1.752759,8.748000,40.120000,30.324000,87.927000,193.854000,1,57,7ee3b0bc227b0aa52897233ba7938e446f7c63d6ba45d9436bf4d1b4f86372fd,true,62.296267,155.388800,313.962667
fixed-window,fixed-w16k-zstd-3,random-10000-00003,random-10000,MHC-GRCh38,MHC,3405920,3415920,10000,100,0,3,1,3,34316,34316,0,16384,4575,458,1,17474,4059,14667,8.454299,2.339674,6.743000,80.626000,60.892000,108.143000,308.580000,2,33,e3d68b87ffccb4b800e2d33eb61b5ead880093fa6e7acc844608a79084deae1e,true,62.415093,155.745280,315.150933
fixed-window,fixed-w16k-zstd-3,random-10000-00004,random-10000,MHC-GRCh38,MHC,292664,302664,10000,100,0,2,0,2,45879,45879,0,16384,4575,0,1,29495,6119,30494,7.497794,1.504525,6.542000,124.095000,223.863000,474.269000,1003.157000,2,191,c92e8dfca12914199b3963cd6ef7b4a904faf713b505df888eeec6cf7c1fbae3,true,42.223440,105.670320,216.234400
fixed-window,fixed-w16k-zstd-3,random-10000-00005,random-10000,MHC-GRCh38,MHC,2389603,2399603,10000,100,0,2,0,2,42329,42329,0,16384,4575,0,1,25945,6227,29231,6.797655,1.448086,6.682000,107.969000,162.535000,386.825000,831.252000,2,178,5f5306feca5ab49a03c990170c527475bd6c49449f1927cb0d675ceb2ae11911,true,42.128773,105.386320,215.287733
fixed-window,fixed-w16k-zstd-3,random-10000-00006,random-10000,MHC-GRCh38,MHC,542027,552027,10000,100,0,2,0,2,26755,26755,0,16384,4575,0,1,10371,4642,18725,5.763679,1.428838,7.042000,45.330000,49.915000,132.086000,269.530000,1,74,f16715bee2a56c8c2784af99f7d3f3693e22336065908aa9271549d1d35f9786,true,41.713467,104.140400,211.134667
fixed-window,fixed-w16k-zstd-3,random-10000-00007,random-10000,MHC-GRCh38,MHC,4185669,4195669,10000,100,0,3,0,3,111073,111073,0,16384,4575,4089,1,90600,17607,128437,6.308457,0.864805,7.314000,530.654000,1731.315000,3301.315000,6431.308000,2,1170,85c69098d2911b7e6003d90847659c119df8a18e2207c8cdc3d72f5894d576c9,true,64.461947,161.885840,335.619467
fixed-window,fixed-w16k-zstd-3,random-10000-00008,random-10000,MHC-GRCh38,MHC,878649,888649,10000,100,0,2,0,2,43442,43442,0,16384,4575,0,1,27058,5948,28208,7.303631,1.540060,29.887000,117.245000,193.676000,370.878000,876.290000,2,164,95cdd4c8198d0235b09b1deafd6a4b64e49fc7a45f14e067d1aa541b938b7d02,true,42.158453,105.475360,215.584533
fixed-window,fixed-w16k-zstd-3,random-10000-00009,random-10000,MHC-GRCh38,MHC,2541935,2551935,10000,100,0,2,0,2,38768,38768,0,16384,4575,0,1,22384,9286,49198,4.174887,0.788000,5.465000,96.616000,240.825000,633.996000,1012.072000,1,378,eea2d4eb88aca6dcf6c4fe471c2c50678ad3c23800ae4b85272d58820810e48b,true,42.033813,105.101440,214.338133
fixed-window,fixed-w16k-zstd-3,random-100000-00000,random-100000,MHC-GRCh38,MHC,4262931,4362931,100000,100,0,3,0,3,171265,171265,0,16384,7586,7100,2,147781,61376,393053,2.790423,0.435730,14.452000,621.446000,1423.172000,5255.797000,8612.665000,7,2892,befd5798f26d5c7b42d1717a5cfe86cf51b09dfc111ba1aae713cf80a449d48a,true,66.067067,166.701200,351.670667
fixed-window,fixed-w16k-zstd-3,random-100000-00001,random-100000,MHC-GRCh38,MHC,2031962,2131962,100000,100,0,2,0,2,79911,79911,0,16384,4575,0,1,63527,39057,151055,2.046010,0.529019,7.601000,266.659000,208.714000,787.936000,1596.507000,7,485,298779b47caf6fb56cd3bae009a7b724d447714231d6ef5bba143d0ba0d62ae6,true,43.130960,108.392880,225.309600
fixed-window,fixed-w16k-zstd-3,random-100000-00002,random-100000,MHC-GRCh38,MHC,1080439,1180439,100000,100,0,2,0,2,131224,131224,0,16384,4575,0,1,114840,48408,237229,2.710792,0.553153,5.972000,509.212000,920.804000,2728.170000,5267.549000,8,1338,919458d9233d10d96757b231e92f6f517dd5007403b91e944381979f638a151c,true,44.499307,112.497920,238.993067
fixed-window,fixed-w16k-zstd-3,random-100000-00003,random-100000,MHC-GRCh38,MHC,864953,964953,100000,100,0,2,0,2,92645,92645,0,16384,8664,0,2,76261,43638,185678,2.123035,0.498955,48.932000,318.491000,373.250000,1308.405000,2475.923000,7,820,f6107225b0af1dcefff1164d0ebcc9060ac13a8f00bdd5973ebd3832eab8ae2c,true,43.470533,109.411600,228.705333
fixed-window,fixed-w16k-zstd-3,random-100000-00004,random-100000,MHC-GRCh38,MHC,4129708,4229708,100000,100,0,3,0,3,406284,406284,0,16384,4575,4089,1,385811,166328,1664136,2.442668,0.244141,25.537000,2457.601000,8033.765000,34251.425000,52785.038000,7,15919,1386cc9557a3430593a42d82a4f8ee06e6ef3d3aaaeb97420f5ea050ab586a49,true,72.334240,185.502720,414.342400
fixed-window,fixed-w16k-zstd-3,random-100000-00005,random-100000,MHC-GRCh38,MHC,4502173,4602173,100000,100,0,3,0,3,175980,175980,0,16384,3497,3011,1,156585,64568,469823,2.725499,0.374567,8.049000,695.488000,1815.256000,6524.456000,11103.967000,7,3665,7673b8a947f7fff0a7f89605e806df4c300c2c59ceb6140ecfed1f37f3ea8184,true,66.192800,167.078400,352.928000
fixed-window,fixed-w16k-zstd-3,random-100000-00006,random-100000,MHC-GRCh38,MHC,434533,534533,100000,100,0,2,0,2,92096,92096,0,16384,4575,0,1,75712,42719,186899,2.155856,0.492758,8.032000,313.526000,368.377000,1360.759000,2559.439000,7,846,61b2ebdac5872792613dc1ff802aadbbd22e9c28c8ae067fffca0085d722305d,true,43.455893,109.367680,228.558933
