query_id,query_class,sample,contig,start,end,context,scenario,cache_mode,http_cache_policy,decoder,browser,total_ms,open_ms,query_ms,actual_requests,actual_bytes,actual_unique_bytes,actual_duplicate_bytes,actual_request_rounds,reader_observed_requests,reader_observed_bytes,source_origin_reconciled,planned_requests,planned_bytes,dependency_rounds,bootstrap_cache_hits,directory_cache_hits,payload_cache_hits,decompression_ms,decompression_p50_ms,decompression_p95_ms,integrity_ms,decompression_wall_ms,decompression_task_ms,decode_ms,merge_ms,selected_chunks,selected_nodes,selected_traversals,canonical_hash,expected_canonical_hash,correctness,error
random-1000-00007,random-1000,GRCh38,chrUn_KI270429v1,79,1079,100,cold-library,cold,no-store,pure-js,,283.83414600000106,172.20816000000195,111.6259859999991,2,4649,4649,0,,2,4649,true,4,35890,4,1,0,0,0.256069999999454,0.256069999999454,0.256069999999454,0.036129000000073574,0.2621609999987413,0.2621609999987413,0.04567500000121072,0.03150099999766098,1,2,0,086b9937be2ff8bb0485c19aeb578dbbab84372701797a30f3a3a0336b854b53,086b9937be2ff8bb0485c19aeb578dbbab84372701797a30f3a3a0336b854b53,true,
random-1000-00008,random-1000,GRCh38,chrUn_KI270333v1,1360,2360,100,cold-library,cold,no-store,pure-js,,283.0025800000003,166.2560310000008,116.7465489999995,2,4691,4691,0,,2,4691,true,4,35932,4,1,0,0,0.17109400000117603,0.17109400000117603,0.17109400000117603,0.044475999999121996,0.17699899999934132,0.17699899999934132,0.04839199999696575,0.032780000001366716,1,2,0,cf4745fc5d8ea7df84d65d300d52f17e0c4f7f2c7f4a86af5ef27aa631ad5649,cf4745fc5d8ea7df84d65d300d52f17e0c4f7f2c7f4a86af5ef27aa631ad5649,true,
random-1000-00009,random-1000,CHM13,chr21,31136057,31137057,100,cold-library,cold,no-store,pure-js,,457.9945870000047,231.9009720000031,226.0936150000016,2,27474,27474,0,,2,27474,true,4,58715,4,1,0,0,3.1432109999987006,3.1432109999987006,3.1432109999987006,0.6247829999992973,3.149790999999823,3.149790999999823,97.7739479999982,1.021732000001066,1,26,251,6a6c75af87b20d8fb56b1fb71ddefa3d485ef2f893907461e08863b9f6c98238,6a6c75af87b20d8fb56b1fb71ddefa3d485ef2f893907461e08863b9f6c98238,true,
random-10000-00000,random-10000,GRCh38,chrUn_KI270745v1,11145,21145,100,cold-library,cold,no-store,pure-js,,311.83756300000096,188.66584599999987,123.17171700000108,2,19313,19313,0,,2,19313,true,4,50554,4,1,0,0,4.093097000000853,1.6902640000007523,2.4028330000001006,0.4069439999984752,2.410167999998521,4.105021999999735,2.65359399999943,0.7616130000023986,2,11,4,8707f76334f8e152b9a39a39d699d77a00f4e30a413d7f415c9394dfb8fe52ea,8707f76334f8e152b9a39a39d699d77a00f4e30a413d7f415c9394dfb8fe52ea,true,
random-10000-00001,random-10000,CHM13,chr4,6103196,6113196,100,cold-library,cold,no-store,pure-js,,605.2062680000017,178.09903499999928,427.10723300000245,2,58878,58878,0,,2,58878,true,4,90119,4,1,0,0,11.679018999999244,3.7659889999995357,7.913029999999708,1.3639699999985169,7.922891000001982,11.697149999999965,285.47621699999945,7.873182999999699,2,503,578,fc2c83fca3ec159599e6baaea431481f0422608484145397286d6c395e24f2ee,fc2c83fca3ec159599e6baaea431481f0422608484145397286d6c395e24f2ee,true,
random-10000-00002,random-10000,GRCh38,chr17_GL000205v2_random,65647,75647,100,cold-library,cold,no-store,pure-js,,308.102350000001,173.1578269999991,134.94452300000194,2,31420,31420,0,,2,31420,true,4,62661,4,1,0,0,4.4744620000019495,4.4744620000019495,4.4744620000019495,0.6902399999999034,4.483082999999169,4.483082999999169,6.483798000001116,4.3102859999999055,1,743,6,c652c457b611fea70814d8af353d8da35d562d517bc4a5e952048125f520fe28,c652c457b611fea70814d8af353d8da35d562d517bc4a5e952048125f520fe28,true,
random-10000-00003,random-10000,CHM13,chrX,149714910,149724910,100,cold-library,cold,no-store,pure-js,,438.11998799999856,178.3264390000004,259.79354899999817,2,46117,46117,0,,2,46117,true,4,77358,4,1,0,0,8.551335000000108,2.8829640000003565,5.668370999999752,1.0914929999962624,5.677435999998124,8.567220000000816,124.38221700000213,4.120896000000357,2,458,383,2c56f1044cc1aa9d04830d4e6660ea5e98d292ce1869f3911745e77e8176009d,2c56f1044cc1aa9d04830d4e6660ea5e98d292ce1869f3911745e77e8176009d,true,
random-10000-00004,random-10000,CHM13,chr14,90547485,90557485,100,cold-library,cold,no-store,pure-js,,458.3633260000024,173.32608700000128,285.03723900000114,2,46386,46386,0,,2,46386,true,4,77627,4,1,0,0,7.82190300000002,2.4666850000030536,5.355217999996967,1.0675440000013623,5.365048999999999,7.838972999998077,155.4816499999979,3.379877999999735,2,332,376,36cdbcc2ac965056f43dcdf4d0ba23303dd78aeae8e2f968b8363a0823741f59,36cdbcc2ac965056f43dcdf4d0ba23303dd78aeae8e2f968b8363a0823741f59,true,
random-10000-00005,random-10000,CHM13,chr20,30845366,30855366,100,cold-library,cold,no-store,pure-js,,644.7764730000017,172.9561880000001,471.8202850000016,2,66191,66191,0,,2,66191,true,4,97432,4,1,0,0,13.792725999999675,4.641835999998875,9.1508900000008,1.6638880000027712,9.162187000001722,13.812443000002531,323.8000620000021,7.068391000000702,2,808,401,ed5c146bdcfde28926c88eb30722d47a9149fe1c62a9a5d8096b942cce2ba8d9,ed5c146bdcfde28926c88eb30722d47a9149fe1c62a9a5d8096b942cce2ba8d9,true,
random-10000-00006,random-10000,CHM13,chr7,73437418,73447418,100,cold-library,cold,no-store,pure-js,,456.3591899999992,180.60741899999994,275.7517709999993,2,32642,32642,0,,2,32642,true,4,63883,4,1,0,0,3.66573100000096,3.66573100000096,3.66573100000096,0.7149620000018331,3.672660000000178,3.672660000000178,145.59931700000016,3.8077270000030694,1,577,236,4fa0e2a1cc8cc941fa95145ae16e6e8352116b5ab8ddf1f0653186152f156018,4fa0e2a1cc8cc941fa95145ae16e6e8352116b5ab8ddf1f0653186152f156018,true,
random-10000-00007,random-10000,CHM13,chr15,54267574,54277574,100,cold-library,cold,no-store,pure-js,,423.71214300000065,172.24232100000154,251.4698219999991,2,30543,30543,0,,2,30543,true,4,61784,4,1,0,0,3.3190140000006068,3.3190140000006068,3.3190140000006068,0.6759590000001481,3.3266419999999925,3.3266419999999925,125.25820699999895,2.4503030000014405,1,405,295,229330d366bf5e40a1af5cf2bd38cb0d8b11022a26c176144ed786ad704f64e4,229330d366bf5e40a1af5cf2bd38cb0d8b11022a26c176144ed786ad704f64e4,true,
random-10000-00008,random-10000,GRCh38,chr13,106423015,106433015,100,cold-library,cold,no-store,pure-js,,546.4050989999996,202.8076089999995,343.5974900000001,2,56901,56901,0,,2,56901,true,4,88142,4,1,0,0,9.269602000000305,3.0307659999998577,6.238836000000447,1.2221479999971052,6.249552999997832,9.287414999998873,214.55901699999959,3.3635730000023614,2,398,426,1c5c619b4d174cc68ed4f1b8fc104dd6c2abfe11aab03eea26e699b2aad07497,1c5c619b4d174cc68ed4f1b8fc104dd6c2abfe11aab03eea26e699b2aad07497,true,
random-10000-00009,random-10000,CHM13,chrX,37036197,37046197,100,cold-library,cold,no-store,pure-js,,397.50576999999976,191.8950900000018,205.61067999999796,2,34250,34250,0,,2,34250,true,4,65491,4,1,0,0,8.38413700000092,2.4357940000008966,5.948343000000023,1.1825930000013614,5.964879999999539,8.412018999999418,78.64143799999874,2.4183029999985592,2,263,180,2ca8533a04d7b57ffc7e6c770813e93bed35b41c3f63329bf3c17cc861dc8b47,2ca8533a04d7b57ffc7e6c770813e93bed35b41c3f63329bf3c17cc861dc8b47,true,
random-100000-00000,random-100000,GRCh38,chr11_KI270721v1_random,56,100056,100,cold-library,cold,no-store,pure-js,,295.302638000001,170.02825999999914,125.27437800000189,2,41729,41729,0,,2,41729,true,4,72970,4,1,0,0,16.328103000007104,2.17467200000101,4.991600000001199,1.7059009999975387,5.005692999999155,16.40030299999853,0.4137990000017453,0.6656709999988379,7,98,0,df8875a37ae0dbf44643714796932b828847dfda761b936e13d2ef89168f58b3,df8875a37ae0dbf44643714796932b828847dfda761b936e13d2ef89168f58b3,true,
random-100000-00001,random-100000,CHM13,chr9,43843214,43943214,100,cold-library,cold,no-store,pure-js,,3360.5496980000025,177.02602000000115,3183.5236780000014,2,481072,481072,0,,2,481072,true,4,512313,4,1,0,0,317.92832500000077,35.51924599999984,69.88264400000116,11.77686999999787,69.91077799999766,318.0861420000001,2739.4681280000004,132.72964500000307,8,14006,2363,6d7a94c925a691295c70ce6bfd9ac0dd997cf568b034771d83a9871463f62e7a,6d7a94c925a691295c70ce6bfd9ac0dd997cf568b034771d83a9871463f62e7a,true,
random-100000-00002,random-100000,GRCh38,chr1_KI270712v1_random,22782,122782,100,cold-library,cold,no-store,pure-js,,359.97573399999965,184.25512099999833,175.72061300000132,2,66921,66921,0,,2,66921,true,4,98162,4,1,0,0,33.15450700000292,3.4740790000032575,9.057626000001619,1.6056869999993069,9.07023300000219,33.21566900000107,5.818335999996634,7.20832800000062,7,1456,4,c123581b0061580207d2fbe8e32d1cf84ce97fb03693e6659cb465303ecafca0,c123581b0061580207d2fbe8e32d1cf84ce97fb03693e6659cb465303ecafca0,true,
random-100000-00003,random-100000,GRCh38,chr17_KI270729v1_random,38440,138440,100,cold-library,cold,no-store,pure-js,,307.4419149999994,176.4395570000015,131.0023579999979,2,36506,36506,0,,2,36506,true,4,67747,4,1,0,0,19.896272000001773,2.862935999997717,4.8875370000023395,0.9068539999934728,4.900277000000642,19.95971400000053,0.4173700000064855,0.6900399999976798,7,99,0,2e84c6b30a5fd85fd6ae695bb75f58c6de93608b0c27f7143559c7e4fae1e72c,2e84c6b30a5fd85fd6ae695bb75f58c6de93608b0c27f7143559c7e4fae1e72c,true,
random-100000-00004,random-100000,GRCh38,chr22,30407484,30507484,100,cold-library,cold,no-store,pure-js,,1156.152774000002,188.66234600000098,967.490428000001,2,196383,196383,0,,2,196383,true,4,227624,4,1,0,0,115.99462499999572,12.915812999999616,24.890675999999075,4.6659660000041185,24.90947999999844,116.10229600000093,741.8539870000022,36.01959100000022,8,4091,1706,049b551868bc0108b2a20642df9aac9dde415a4e0b320cb011088e5c17b80311,049b551868bc0108b2a20642df9aac9dde415a4e0b320cb011088e5c17b80311,true,
random-100000-00005,random-100000,GRCh38,chr2_KI270715v1_random,46409,146409,100,cold-library,cold,no-store,pure-js,,298.92324499999813,176.7160479999984,122.20719699999972,2,13331,13331,0,,2,13331,true,4,44572,4,1,0,0,31.187724999999773,4.633505999998306,7.171906999999919,0.3620889999983774,7.186435999999958,31.257509000002756,0.44183899999552523,0.517320999999356,7,99,0,70798628350f5919b7d4323da19a9bcf11cb39dc6f58540ff468b228d8c2994a,70798628350f5919b7d4323da19a9bcf11cb39dc6f58540ff468b228d8c2994a,true,
random-100000-00006,random-100000,CHM13,chr11,55470689,55570689,100,cold-library,cold,no-store,pure-js,,1602.2842079999973,173.81675299999915,1428.4674549999982,2,243368,243368,0,,2,243368,true,4,274609,4,1,0,0,136.40682799999558,17.97322400000121,38.971795999997994,6.598824999997305,38.99246200000198,136.51402200000302,1145.0962669999972,52.86832900000081,7,7094,1608,bef188b88995a8209bc1db86109ead91afec7e633bfea2f12fd620c9771509bc,bef188b88995a8209bc1db86109ead91afec7e633bfea2f12fd620c9771509bc,true,
random-100000-00007,random-100000,CHM13,chr1,145220434,145320434,100,cold-library,cold,no-store,pure-js,,722.660989,175.2785330000006,547.3824559999994,2,277933,277933,0,,2,277933,true,4,309174,4,1,0,0,119.67788699999801,11.087914999996428,42.07538200000272,7.121133000007831,42.091937999997754,119.7644780000046,269.35466100000485,43.0489280000038,7,7224,2565,a62555ea19f3a75b5890e06874084116f73d31cec5778a6075221b584ec19702,a62555ea19f3a75b5890e06874084116f73d31cec5778a6075221b584ec19702,true,
random-100000-00008,random-100000,GRCh38,chr4,133689934,133789934,100,cold-library,cold,no-store,pure-js,,1026.3457619999972,170.7213449999981,855.6244169999991,2,168785,168785,0,,2,168785,true,4,200026,4,1,0,0,84.24379300000874,11.978012999999919,21.863077000001795,4.900316000006569,21.883842999995977,84.3495960000073,645.7790689999965,23.884560000005877,7,4190,1381,3c48827fcfba9cd66de84f81ce44f647526df91c8fe69aee6f12c9e71b9065e6,3c48827fcfba9cd66de84f81ce44f647526df91c8fe69aee6f12c9e71b9065e6,true,
random-100000-00009,random-100000,CHM13,chr1,142389872,142489872,100,cold-library,cold,no-store,pure-js,,1098.0395949999947,191.44406199999503,906.5955329999997,2,208516,208516,0,,2,208516,true,4,239757,4,1,0,0,110.54068099999131,15.60514300000068,28.22523199999705,5.2964670000146725,28.242763000002014,110.63404100001208,674.3891739999963,33.103885999997146,7,5888,1790,c341217f83e1b126b46856479505bde7844263cd77dc2c216dd1e73938fc3acc,c341217f83e1b126b46856479505bde7844263cd77dc2c216dd1e73938fc3acc,true,
random-1000000-00000,random-1000000,CHM13,chr4,47225981,48225981,100,cold-library,cold,no-store,pure-js,,6010.427672999998,171.23023800000374,5839.197434999995,2,1340288,1340288,0,,2,1340288,true,4,1371529,4,1,0,0,5309.334193999974,83.29830299999594,161.8970890000055,34.89019399999961,170.80490000000282,5313.688687999987,4819.456130000028,363.4145750000025,62,37018,11787,f44656656d20efe4f8bf2f99ea7e75f3272150cfe3752dd2f1a45e5ad3d4f42e,f44656656d20efe4f8bf2f99ea7e75f3272150cfe3752dd2f1a45e5ad3d4f42e,true,
random-1000000-00001,random-1000000,CHM13,chr19,30828207,31828207,100,cold-library,cold,no-store,pure-js,,8378.784706999999,175.40240900000208,8203.382297999997,2,1623801,1623801,0,,2,1623801,true,4,1655042,4,1,0,0,7888.962837000021,133.55080299999827,241.30620400000043,42.386871999988216,255.60150100000465,7892.058811000032,6892.873824000002,484.640922999999,62,49488,13457,3c9166288a580802eaa51d148f5e3635e7731fbd7bd40a3fa65f9d8e6832bc81,3c9166288a580802eaa51d148f5e3635e7731fbd7bd40a3fa65f9d8e6832bc81,true,
random-1000000-00002,random-1000000,CHM13,chr12,9446975,10446975,100,cold-library,cold,no-store,pure-js,,7564.1173620000045,208.2843869999997,7355.832975000005,2,1570680,1570680,0,,2,1570680,true,4,1601921,4,1,0,0,6471.37554500001,104.99987600000168,190.31307799999922,40.01642599999468,200.36261500000546,6474.497321999988,6154.478784999992,432.564069,62,45723,12840,2af310bf8c861bbf12cef8f265b70ab88d3bbcd0baa03829b60aa9d27dd5aae7,2af310bf8c861bbf12cef8f265b70ab88d3bbcd0baa03829b60aa9d27dd5aae7,true,
random-1000000-00003,random-1000000,CHM13,chrX,73475179,74475179,100,cold-library,cold,no-store,pure-js,,3935.234399000001,173.4968880000015,3761.7375109999994,2,1131720,1131720,0,,2,1131720,true,4,1162961,4,1,0,0,4941.107567999992,81.09943000000203,143.01753499999904,29.448270000015327,148.83732799999416,4943.209694999969,2918.942968000003,270.65249700000277,62,31081,9075,1547b964e274ffeff5c9afd7db0addd9ded8f9fd13a2514db36b7c5b1d052ee3,1547b964e274ffeff5c9afd7db0addd9ded8f9fd13a2514db36b7c5b1d052ee3,true,
random-1000000-00004,random-1000000,CHM13,chr1,206658133,207658133,100,cold-library,cold,no-store,pure-js,,6863.7219509999995,180.6995670000033,6683.022383999996,2,1461198,1461198,0,,2,1461198,true,4,1492439,4,1,0,0,5617.331495000013,88.072785999997,173.68089899999904,52.80367299998761,183.71424200000183,5620.361756999984,5563.416402000017,413.4265769999911,62,41494,13817,d9021e6a78ef7f08b1fbd47f45d5346ddea19529ec39942b01ff6d5d9f5c620e,d9021e6a78ef7f08b1fbd47f45d5346ddea19529ec39942b01ff6d5d9f5c620e,true,
random-1000000-00005,random-1000000,GRCh38,chr7,142010681,143010681,100,cold-library,cold,no-store,pure-js,,8843.636975000001,177.40026999999827,8666.236705000003,2,1656122,1656122,0,,2,1656122,true,4,1687363,4,1,0,0,6225.1416389999795,96.35178599999927,201.98270199999388,43.02981499994348,219.23728299999493,6228.132515999969,7285.671855999972,546.4942390000069,62,51311,13081,7ba2755bb8c489c628051fd744c336b8e9aa61780ccb0f550e08b54b253bea60,7ba2755bb8c489c628051fd744c336b8e9aa61780ccb0f550e08b54b253bea60,true,
random-1000000-00006,random-1000000,CHM13,chr7,114386209,115386209,100,cold-library,cold,no-store,pure-js,,6155.39401399999,176.30338499999198,5979.090628999998,2,1318887,1318887,0,,2,1318887,true,4,1350128,4,1,0,0,5522.136680999989,85.12493800000811,168.61874999999418,44.54716099993675,177.47964400000637,5527.851280000061,4967.410010000021,346.83955300001253,62,36396,10710,bd634bd0d5bbbe85f624b83b1026388a887a59b47e04da4e523493185fb709d3,bd634bd0d5bbbe85f624b83b1026388a887a59b47e04da4e523493185fb709d3,true,
random-1000000-00007,random-1000000,GRCh38,chr21,32520437,33520437,100,cold-library,cold,no-store,pure-js,,7796.217275999996,186.38713200000348,7609.830143999992,2,1657238,1657238,0,,2,1657238,true,4,1688479,4,1,0,0,7595.359922000047,128.23440600000322,217.69395300000906,43.45563599995512,228.63133400000515,7597.376733000041,6338.427673999948,492.9256319999986,62,46748,15318,7637b2d12d22f489275104dba98f2c0a4919db20e9c7e10d310e5e37b58673a4,7637b2d12d22f489275104dba98f2c0a4919db20e9c7e10d310e5e37b58673a4,true,
random-1000000-00008,random-1000000,CHM13,chr7,26416742,27416742,100,cold-library,cold,no-store,pure-js,,6398.171538999988,186.72993299999507,6211.441605999993,2,1358111,1358111,0,,2,1358111,true,4,1389352,4,1,0,0,5268.206155999986,81.36226599999645,164.19835199999216,35.02590199995029,173.3785790000111,5271.151816999962,5177.070598999955,390.3670790000033,62,37100,12853,0eb602143b94f6e88a4c9783ba11ca6e7be9624c5b94b22beccf6cbfa4c132fd,0eb602143b94f6e88a4c9783ba11ca6e7be9624c5b94b22beccf6cbfa4c132fd,true,
random-1000000-00009,random-1000000,CHM13,chr8,10660690,11660690,100,cold-library,cold,no-store,pure-js,,15013.887193999995,182.3366459999961,14831.550548,2,2321292,2321292,0,,2,2321292,true,4,2352533,4,1,0,0,11953.223342000012,194.05036399999517,312.75950700000976,59.77153899987752,324.76923600000737,11956.046645999959,12875.64006299997,862.1737279999943,62,76893,16934,25a72f33a3ae88bc4ff68166471e25b9cafa64ebd2789b68e1f32f7132ac14e0,25a72f33a3ae88bc4ff68166471e25b9cafa64ebd2789b68e1f32f7132ac14e0,true,
fixed-micb,fixed-biological-micb,GRCh38,chr6,31498145,31511124,100,warm-repeated-query,warm,no-store,pure-js,,335.3080489999993,0,335.3080489999993,0,0,0,0,,0,0,true,2,31241,2,1,1,2,12.564471999998204,3.538944999992964,9.02552700000524,0,9.034346999993431,12.580683999985922,315.43467899999814,6.290961000006064,2,934,404,1a793dc02db16fdab6f00d1ab14cfaf4f79e1a018ba245bc368ea1e20fb91667,1a793dc02db16fdab6f00d1ab14cfaf4f79e1a018ba245bc368ea1e20fb91667,true,
fixed-kir3dl1,fixed-biological-kir3dl1,GRCh38,chr19,54816468,54830778,100,warm-repeated-query,warm,no-store,pure-js,,865.5451709999907,0,865.5451709999907,0,0,0,0,,0,0,true,2,31241,2,1,1,2,36.60055500001181,15.92858600000909,20.67196900000272,0,20.684822999988683,36.62446999998065,815.4482679999928,18.064566999993986,2,2610,359,87f800179595c131080670121ba169cb90658eaec261939abfe2cb0bfc756f1b,87f800179595c131080670121ba169cb90658eaec261939abfe2cb0bfc756f1b,true,
