storage_kind,experiment_id,query_id,query_class,sample,contig,start,end,query_size,context,coalescing_gap,physical_reads,mergeable_reads,dependency_rounds,total_bytes_fetched,unique_bytes_fetched,duplicate_bytes_fetched,bootstrap_bytes_fetched,logical_index_bytes,data_bytes_fetched,required_compressed_payload_bytes,canonical_payload_bytes,read_amplification,canonical_amplification,index_lookup_us,decompression_us,decode_us,graph_reconstruction_us,total_local_query_us,selected_chunks,selected_nodes,canonical_hash,correctness,simulated_20ms_ms,simulated_50ms_ms,simulated_100ms_ms
gbz,gbz-baseline,random-100000-00005,random-100000,MHC-GRCh38,MHC,4502173,4602173,100000,100,,1,,1,4511832,4511832,0,,,4511832,,,,,,,,,17617.690000,,,,true,140.815520,411.946560,1305.155200
gbz,gbz-baseline,random-100000-00006,random-100000,MHC-GRCh38,MHC,434533,534533,100000,100,,1,,1,4511832,4511832,0,,,4511832,,,,,,,,,4199.646000,,,,true,140.815520,411.946560,1305.155200
gbz,gbz-baseline,random-100000-00007,random-100000,MHC-GRCh38,MHC,1813450,1913450,100000,100,,1,,1,4511832,4511832,0,,,4511832,,,,,,,,,7365.022000,,,,true,140.815520,411.946560,1305.155200
gbz,gbz-baseline,random-100000-00008,random-100000,MHC-GRCh38,MHC,898253,998253,100000,100,,1,,1,4511832,4511832,0,,,4511832,,,,,,,,,2822.267000,,,,true,140.815520,411.946560,1305.155200
gbz,gbz-baseline,random-100000-00009,random-100000,MHC-GRCh38,MHC,4231710,4331710,100000,100,,1,,1,4511832,4511832,0,,,4511832,,,,,,,,,16498.195000,,,,true,140.815520,411.946560,1305.155200
gbz,gbz-baseline,random-1000000-00000,random-1000000,MHC-GRCh38,MHC,994225,1994225,1000000,100,,1,,1,4511832,4511832,0,,,4511832,,,,,,,,,179865.887000,,,,true,140.815520,411.946560,1305.155200
gbz,gbz-baseline,random-1000000-00001,random-1000000,MHC-GRCh38,MHC,3053916,4053916,1000000,100,,1,,1,4511832,4511832,0,,,4511832,,,,,,,,,206597.806000,,,,true,140.815520,411.946560,1305.155200
gbz,gbz-baseline,random-1000000-00002,random-1000000,MHC-GRCh38,MHC,3662178,4662178,1000000,100,,1,,1,4511832,4511832,0,,,4511832,,,,,,,,,475905.669000,,,,true,140.815520,411.946560,1305.155200
gbz,gbz-baseline,random-1000000-00003,random-1000000,MHC-GRCh38,MHC,1664410,2664410,1000000,100,,1,,1,4511832,4511832,0,,,4511832,,,,,,,,,94395.693000,,,,true,140.815520,411.946560,1305.155200
gbz,gbz-baseline,random-1000000-00004,random-1000000,MHC-GRCh38,MHC,3882446,4882446,1000000,100,,1,,1,4511832,4511832,0,,,4511832,,,,,,,,,441330.652000,,,,true,140.815520,411.946560,1305.155200
gbz,gbz-baseline,random-1000000-00005,random-1000000,MHC-GRCh38,MHC,3946668,4946668,1000000,100,,1,,1,4511832,4511832,0,,,4511832,,,,,,,,,427075.682000,,,,true,140.815520,411.946560,1305.155200
gbz,gbz-baseline,random-1000000-00006,random-1000000,MHC-GRCh38,MHC,2514903,3514903,1000000,100,,1,,1,4511832,4511832,0,,,4511832,,,,,,,,,231313.497000,,,,true,140.815520,411.946560,1305.155200
gbz,gbz-baseline,random-1000000-00007,random-1000000,MHC-GRCh38,MHC,1441302,2441302,1000000,100,,1,,1,4511832,4511832,0,,,4511832,,,,,,,,,92947.105000,,,,true,140.815520,411.946560,1305.155200
gbz,gbz-baseline,random-1000000-00008,random-1000000,MHC-GRCh38,MHC,3577106,4577106,1000000,100,,1,,1,4511832,4511832,0,,,4511832,,,,,,,,,457012.404000,,,,true,140.815520,411.946560,1305.155200
gbz,gbz-baseline,random-1000000-00009,random-1000000,MHC-GRCh38,MHC,3789056,4789056,1000000,100,,1,,1,4511832,4511832,0,,,4511832,,,,,,,,,473355.511000,,,,true,140.815520,411.946560,1305.155200
gbz-base,gbz-base-baseline,random-1000-00000,random-1000,MHC-GRCh38,MHC,2654244,2655244,1000,100,,,,,,,,,,,,,,,,,,,451.109000,,,,true,,,
gbz-base,gbz-base-baseline,random-1000-00001,random-1000,MHC-GRCh38,MHC,4897918,4898918,1000,100,,,,,,,,,,,,,,,,,,,178.726000,,,,true,,,
gbz-base,gbz-base-baseline,random-1000-00002,random-1000,MHC-GRCh38,MHC,1758423,1759423,1000,100,,,,,,,,,,,,,,,,,,,179.114000,,,,true,,,
gbz-base,gbz-base-baseline,random-1000-00003,random-1000,MHC-GRCh38,MHC,3202374,3203374,1000,100,,,,,,,,,,,,,,,,,,,185.333000,,,,true,,,
gbz-base,gbz-base-baseline,random-1000-00004,random-1000,MHC-GRCh38,MHC,1529093,1530093,1000,100,,,,,,,,,,,,,,,,,,,213.359000,,,,true,,,
gbz-base,gbz-base-baseline,random-1000-00005,random-1000,MHC-GRCh38,MHC,999079,1000079,1000,100,,,,,,,,,,,,,,,,,,,294.067000,,,,true,,,
gbz-base,gbz-base-baseline,random-1000-00006,random-1000,MHC-GRCh38,MHC,4410732,4411732,1000,100,,,,,,,,,,,,,,,,,,,145.437000,,,,true,,,
gbz-base,gbz-base-baseline,random-1000-00007,random-1000,MHC-GRCh38,MHC,2388877,2389877,1000,100,,,,,,,,,,,,,,,,,,,166.456000,,,,true,,,
gbz-base,gbz-base-baseline,random-1000-00008,random-1000,MHC-GRCh38,MHC,844767,845767,1000,100,,,,,,,,,,,,,,,,,,,166.383000,,,,true,,,
gbz-base,gbz-base-baseline,random-1000-00009,random-1000,MHC-GRCh38,MHC,3227097,3228097,1000,100,,,,,,,,,,,,,,,,,,,111.396000,,,,true,,,
gbz-base,gbz-base-baseline,random-10000-00000,random-10000,MHC-GRCh38,MHC,3078533,3088533,10000,100,,,,,,,,,,,,,,,,,,,1332.633000,,,,true,,,
gbz-base,gbz-base-baseline,random-10000-00001,random-10000,MHC-GRCh38,MHC,2465757,2475757,10000,100,,,,,,,,,,,,,,,,,,,2074.904000,,,,true,,,
gbz-base,gbz-base-baseline,random-10000-00002,random-10000,MHC-GRCh38,MHC,3576984,3586984,10000,100,,,,,,,,,,,,,,,,,,,836.331000,,,,true,,,
gbz-base,gbz-base-baseline,random-10000-00003,random-10000,MHC-GRCh38,MHC,3405920,3415920,10000,100,,,,,,,,,,,,,,,,,,,540.050000,,,,true,,,
gbz-base,gbz-base-baseline,random-10000-00004,random-10000,MHC-GRCh38,MHC,292664,302664,10000,100,,,,,,,,,,,,,,,,,,,2421.056000,,,,true,,,
gbz-base,gbz-base-baseline,random-10000-00005,random-10000,MHC-GRCh38,MHC,2389603,2399603,10000,100,,,,,,,,,,,,,,,,,,,2234.559000,,,,true,,,
gbz-base,gbz-base-baseline,random-10000-00006,random-10000,MHC-GRCh38,MHC,542027,552027,10000,100,,,,,,,,,,,,,,,,,,,1029.370000,,,,true,,,
gbz-base,gbz-base-baseline,random-10000-00007,random-10000,MHC-GRCh38,MHC,4185669,4195669,10000,100,,,,,,,,,,,,,,,,,,,15812.839000,,,,true,,,
gbz-base,gbz-base-baseline,random-10000-00008,random-10000,MHC-GRCh38,MHC,878649,888649,10000,100,,,,,,,,,,,,,,,,,,,2301.477000,,,,true,,,
gbz-base,gbz-base-baseline,random-10000-00009,random-10000,MHC-GRCh38,MHC,2541935,2551935,10000,100,,,,,,,,,,,,,,,,,,,4995.624000,,,,true,,,
gbz-base,gbz-base-baseline,random-100000-00000,random-100000,MHC-GRCh38,MHC,4262931,4362931,100000,100,,,,,,,,,,,,,,,,,,,39583.238000,,,,true,,,
gbz-base,gbz-base-baseline,random-100000-00001,random-100000,MHC-GRCh38,MHC,2031962,2131962,100000,100,,,,,,,,,,,,,,,,,,,7016.979000,,,,true,,,
gbz-base,gbz-base-baseline,random-100000-00002,random-100000,MHC-GRCh38,MHC,1080439,1180439,100000,100,,,,,,,,,,,,,,,,,,,18530.252000,,,,true,,,
gbz-base,gbz-base-baseline,random-100000-00003,random-100000,MHC-GRCh38,MHC,864953,964953,100000,100,,,,,,,,,,,,,,,,,,,11540.941000,,,,true,,,
gbz-base,gbz-base-baseline,random-100000-00004,random-100000,MHC-GRCh38,MHC,4129708,4229708,100000,100,,,,,,,,,,,,,,,,,,,226374.747000,,,,true,,,
gbz-base,gbz-base-baseline,random-100000-00005,random-100000,MHC-GRCh38,MHC,4502173,4602173,100000,100,,,,,,,,,,,,,,,,,,,49572.350000,,,,true,,,
gbz-base,gbz-base-baseline,random-100000-00006,random-100000,MHC-GRCh38,MHC,434533,534533,100000,100,,,,,,,,,,,,,,,,,,,11635.388000,,,,true,,,
gbz-base,gbz-base-baseline,random-100000-00007,random-100000,MHC-GRCh38,MHC,1813450,1913450,100000,100,,,,,,,,,,,,,,,,,,,19030.158000,,,,true,,,
gbz-base,gbz-base-baseline,random-100000-00008,random-100000,MHC-GRCh38,MHC,898253,998253,100000,100,,,,,,,,,,,,,,,,,,,6649.993000,,,,true,,,
gbz-base,gbz-base-baseline,random-100000-00009,random-100000,MHC-GRCh38,MHC,4231710,4331710,100000,100,,,,,,,,,,,,,,,,,,,45830.229000,,,,true,,,
gbz-base,gbz-base-baseline,random-1000000-00000,random-1000000,MHC-GRCh38,MHC,994225,1994225,1000000,100,,,,,,,,,,,,,,,,,,,387301.608000,,,,true,,,
gbz-base,gbz-base-baseline,random-1000000-00001,random-1000000,MHC-GRCh38,MHC,3053916,4053916,1000000,100,,,,,,,,,,,,,,,,,,,499524.043000,,,,true,,,
gbz-base,gbz-base-baseline,random-1000000-00002,random-1000000,MHC-GRCh38,MHC,3662178,4662178,1000000,100,,,,,,,,,,,,,,,,,,,1111194.087000,,,,true,,,
gbz-base,gbz-base-baseline,random-1000000-00003,random-1000000,MHC-GRCh38,MHC,1664410,2664410,1000000,100,,,,,,,,,,,,,,,,,,,225964.938000,,,,true,,,
gbz-base,gbz-base-baseline,random-1000000-00004,random-1000000,MHC-GRCh38,MHC,3882446,4882446,1000000,100,,,,,,,,,,,,,,,,,,,1093617.860000,,,,true,,,
gbz-base,gbz-base-baseline,random-1000000-00005,random-1000000,MHC-GRCh38,MHC,3946668,4946668,1000000,100,,,,,,,,,,,,,,,,,,,1058230.019000,,,,true,,,
gbz-base,gbz-base-baseline,random-1000000-00006,random-1000000,MHC-GRCh38,MHC,2514903,3514903,1000000,100,,,,,,,,,,,,,,,,,,,577550.736000,,,,true,,,
gbz-base,gbz-base-baseline,random-1000000-00007,random-1000000,MHC-GRCh38,MHC,1441302,2441302,1000000,100,,,,,,,,,,,,,,,,,,,197939.678000,,,,true,,,
gbz-base,gbz-base-baseline,random-1000000-00008,random-1000000,MHC-GRCh38,MHC,3577106,4577106,1000000,100,,,,,,,,,,,,,,,,,,,1086584.822000,,,,true,,,
gbz-base,gbz-base-baseline,random-1000000-00009,random-1000000,MHC-GRCh38,MHC,3789056,4789056,1000000,100,,,,,,,,,,,,,,,,,,,1120226.990000,,,,true,,,
fixed-window,fixed-w256k-zstd-6-dedup,random-1000-00000,random-1000,MHC-GRCh38,MHC,2654244,2655244,1000,100,0,2,0,2,479469,479469,0,16384,1535,463085,964,4386,497.374481,109.318057,1.011000,2633.143000,11148.396000,9611.266000,28888.053000,1,20,7023756c327dfc42cc748fd0c699aba076a4fdd6e782fc68c4f9317650d78d1f,true,53.785840,140.357520,331.858400
fixed-window,fixed-w256k-zstd-6-dedup,random-1000-00001,random-1000,MHC-GRCh38,MHC,4897918,4898918,1000,100,0,2,0,2,129483,129483,0,16384,1535,113099,1056,3724,122.616477,34.769871,0.815000,478.460000,796.701000,573.655000,2328.796000,1,5,0f3e26b2367cd8c927e3fcc74784b7c68afda5a708cdf28af6c3d6753b64b953,true,44.452880,112.358640,238.528800
fixed-window,fixed-w256k-zstd-6-dedup,random-1000-00002,random-1000,MHC-GRCh38,MHC,1758423,1759423,1000,100,0,2,0,2,168189,168189,0,16384,1535,151805,712,2881,236.220506,58.378688,0.650000,654.694000,1629.575000,1243.020000,4277.781000,1,10,133fa0ebf1ed0843979635624467ecf79c6e162da236230f9bf2e6239a2b732e,true,45.485040,115.455120,248.850400
fixed-window,fixed-w256k-zstd-6-dedup,random-1000-00003,random-1000,MHC-GRCh38,MHC,3202374,3203374,1000,100,0,2,0,2,132702,132702,0,16384,1535,116318,957,3465,138.664577,38.297835,0.746000,485.505000,764.230000,487.772000,2117.994000,1,5,a206c9ece5e07726bb5b39e6657386c6246a99f8a3ab498cc78130719bfc8341,true,44.538720,112.616160,239.387200
fixed-window,fixed-w256k-zstd-6-dedup,random-1000-00004,random-1000,MHC-GRCh38,MHC,1529093,1530093,1000,100,0,2,0,2,334796,334796,0,16384,1535,318412,742,2774,451.207547,120.690699,0.469000,1747.576000,6734.305000,5564.903000,17536.160000,1,7,9eeefc2c27475e650e4092df95a3b58017919691e0a971867d5f0c4f1d41b4a7,true,49.927893,128.783680,293.278933
fixed-window,fixed-w256k-zstd-6-dedup,random-1000-00005,random-1000,MHC-GRCh38,MHC,999079,1000079,1000,100,0,2,0,2,144623,144623,0,16384,1535,128239,876,4021,165.094749,35.966924,0.646000,524.320000,1010.651000,795.031000,2860.882000,1,19,1a08adc0028aaf4bf93c8c4778378eb76cf8c8cbbb782f9c0496f0ac41df5129,true,44.856613,113.569840,242.566133
fixed-window,fixed-w256k-zstd-6-dedup,random-1000-00006,random-1000,MHC-GRCh38,MHC,4410732,4411732,1000,100,0,2,0,2,257373,257373,0,16384,1535,240989,697,2710,369.258250,94.971587,1.048000,1320.012000,4462.859000,3626.525000,11441.545000,1,7,094f362cd65ffce3015be03603ec8e8c1ed6dcf943f687870ebde814eca7e69b,true,47.863280,122.589840,272.632800
fixed-window,fixed-w256k-zstd-6-dedup,random-1000-00007,random-1000,MHC-GRCh38,MHC,2388877,2389877,1000,100,0,2,0,2,234888,234888,0,16384,1535,218504,769,2947,305.446034,79.704106,0.677000,1020.908000,3418.799000,3151.681000,9230.595000,1,7,b4a99b0d35f06ec587a0c4126c82f9477599b85bd0802556fd4e43d6d4593233,true,47.263680,120.791040,266.636800
fixed-window,fixed-w256k-zstd-6-dedup,random-1000-00008,random-1000,MHC-GRCh38,MHC,844767,845767,1000,100,0,2,0,2,144623,144623,0,16384,1535,128239,745,3007,194.124832,48.095444,0.656000,531.606000,1055.017000,746.299000,2851.015000,1,10,ca775f09bf2a4a71b20e212b071ec8184f09136e111d888201e742f942c3a638,true,44.856613,113.569840,242.566133
fixed-window,fixed-w256k-zstd-6-dedup,random-1000-00009,random-1000,MHC-GRCh38,MHC,3227097,3228097,1000,100,0,2,0,2,132702,132702,0,16384,1535,116318,701,2531,189.303852,52.430660,0.551000,482.334000,771.360000,549.649000,2168.049000,1,4,0255a889f5167fbf3a955d8155ad751b4570581dfb0e9bc2cdea6ae7ea4670ac,true,44.538720,112.616160,239.387200
fixed-window,fixed-w256k-zstd-6-dedup,random-10000-00000,random-10000,MHC-GRCh38,MHC,3078533,3088533,10000,100,0,2,0,2,274352,274352,0,16384,1535,257968,4326,21433,63.419325,12.800448,0.539000,1216.564000,4282.055000,3804.394000,11455.770000,1,97,dc43b95c88885288ca814cae4378ab3fb571c5e1dfea4d8ed03d04722fc4c29b,true,48.316053,123.948160,277.160533
fixed-window,fixed-w256k-zstd-6-dedup,random-10000-00001,random-10000,MHC-GRCh38,MHC,2465757,2475757,10000,100,0,2,0,2,234888,234888,0,16384,1535,218504,4983,27047,47.137869,8.684438,0.622000,1051.050000,3462.345000,3599.605000,9755.396000,1,160,20b86cc9f9e11e316321a49147f44632b0f28c77313432f361cefe6f65278e65,true,47.263680,120.791040,266.636800
fixed-window,fixed-w256k-zstd-6-dedup,random-10000-00002,random-10000,MHC-GRCh38,MHC,3576984,3586984,10000,100,0,2,0,2,126033,126033,0,16384,1535,109649,4038,17036,31.211738,7.398039,0.763000,468.860000,783.473000,605.855000,2259.330000,1,57,7ee3b0bc227b0aa52897233ba7938e446f7c63d6ba45d9436bf4d1b4f86372fd,true,44.360880,112.082640,237.608800
fixed-window,fixed-w256k-zstd-6-dedup,random-10000-00003,random-10000,MHC-GRCh38,MHC,3405920,3415920,10000,100,0,2,0,2,242351,242351,0,16384,1535,225967,3595,14667,67.413352,16.523556,0.474000,919.656000,1521.296000,1549.185000,5229.912000,2,33,e3d68b87ffccb4b800e2d33eb61b5ead880093fa6e7acc844608a79084deae1e,true,47.462693,121.388080,268.626933
fixed-window,fixed-w256k-zstd-6-dedup,random-10000-00004,random-10000,MHC-GRCh38,MHC,292664,302664,10000,100,0,2,0,2,153052,153052,0,16384,1535,136668,5273,30494,29.025602,5.019086,0.748000,601.849000,1392.279000,1481.378000,4153.722000,1,191,c92e8dfca12914199b3963cd6ef7b4a904faf713b505df888eeec6cf7c1fbae3,true,45.081387,114.244160,244.813867
fixed-window,fixed-w256k-zstd-6-dedup,random-10000-00005,random-10000,MHC-GRCh38,MHC,2389603,2399603,10000,100,0,2,0,2,234888,234888,0,16384,1535,218504,5093,29231,46.119772,8.035579,0.587000,1018.115000,3439.131000,3726.109000,9879.884000,1,178,5f5306feca5ab49a03c990170c527475bd6c49449f1927cb0d675ceb2ae11911,true,47.263680,120.791040,266.636800
fixed-window,fixed-w256k-zstd-6-dedup,random-10000-00006,random-10000,MHC-GRCh38,MHC,542027,552027,10000,100,0,2,0,2,141622,141622,0,16384,1535,125238,4221,18725,33.551765,7.563258,0.684000,543.276000,1087.251000,1048.554000,3209.876000,1,74,f16715bee2a56c8c2784af99f7d3f3693e22336065908aa9271549d1d35f9786,true,44.776587,113.329760,241.765867
fixed-window,fixed-w256k-zstd-6-dedup,random-10000-00007,random-10000,MHC-GRCh38,MHC,4185669,4195669,10000,100,0,2,0,2,1334117,1334117,0,16384,1535,1317733,13317,128437,100.181497,10.387326,1.056000,7797.014000,33208.305000,28878.118000,91159.455000,2,1170,85c69098d2911b7e6003d90847659c119df8a18e2207c8cdc3d72f5894d576c9,true,76.576453,208.729360,559.764533
fixed-window,fixed-w256k-zstd-6-dedup,random-10000-00008,random-10000,MHC-GRCh38,MHC,878649,888649,10000,100,0,2,0,2,144623,144623,0,16384,1535,128239,5240,28208,27.599809,5.127021,1.105000,528.350000,1164.845000,1069.049000,3621.484000,1,164,95cdd4c8198d0235b09b1deafd6a4b64e49fc7a45f14e067d1aa541b938b7d02,true,44.856613,113.569840,242.566133
fixed-window,fixed-w256k-zstd-6-dedup,random-10000-00009,random-10000,MHC-GRCh38,MHC,2541935,2551935,10000,100,0,2,0,2,234888,234888,0,16384,1535,218504,7006,49198,33.526691,4.774340,0.555000,1009.913000,3428.559000,3632.530000,9885.808000,1,378,eea2d4eb88aca6dcf6c4fe471c2c50678ad3c23800ae4b85272d58820810e48b,true,47.263680,120.791040,266.636800
fixed-window,fixed-w256k-zstd-6-dedup,random-100000-00000,random-100000,MHC-GRCh38,MHC,4262931,4362931,100000,100,0,2,0,2,257373,257373,0,16384,1535,240989,53152,393053,4.842207,0.654805,0.584000,1334.916000,4624.449000,7856.317000,16048.745000,1,2892,befd5798f26d5c7b42d1717a5cfe86cf51b09dfc111ba1aae713cf80a449d48a,true,47.863280,122.589840,272.632800
fixed-window,fixed-w256k-zstd-6-dedup,random-100000-00001,random-100000,MHC-GRCh38,MHC,2031962,2131962,100000,100,0,2,0,2,303012,303012,0,16384,1535,286628,33696,151055,8.992521,2.005971,0.729000,1222.418000,3068.143000,3331.853000,10113.102000,2,485,298779b47caf6fb56cd3bae009a7b724d447714231d6ef5bba143d0ba0d62ae6,true,49.080320,126.240960,284.803200
fixed-window,fixed-w256k-zstd-6-dedup,random-100000-00002,random-100000,MHC-GRCh38,MHC,1080439,1180439,100000,100,0,2,0,2,227376,227376,0,16384,1535,210992,41056,237229,5.538192,0.958466,0.558000,1001.722000,3363.748000,5326.091000,11225.447000,1,1338,919458d9233d10d96757b231e92f6f517dd5007403b91e944381979f638a151c,true,47.063360,120.190080,264.633600
fixed-window,fixed-w256k-zstd-6-dedup,random-100000-00003,random-100000,MHC-GRCh38,MHC,864953,964953,100000,100,0,2,0,2,144623,144623,0,16384,1535,128239,37923,185678,3.813596,0.778891,0.817000,530.636000,1065.940000,1936.405000,4097.407000,1,820,f6107225b0af1dcefff1164d0ebcc9060ac13a8f00bdd5973ebd3832eab8ae2c,true,44.856613,113.569840,242.566133
fixed-window,fixed-w256k-zstd-6-dedup,random-100000-00004,random-100000,MHC-GRCh38,MHC,4129708,4229708,100000,100,0,2,0,2,1334117,1334117,0,16384,1535,1317733,143554,1664136,9.293485,0.801687,22.633000,7875.060000,33356.043000,52991.606000,115612.573000,2,15919,1386cc9557a3430593a42d82a4f8ee06e6ef3d3aaaeb97420f5ea050ab586a49,true,76.576453,208.729360,559.764533
fixed-window,fixed-w256k-zstd-6-dedup,random-100000-00005,random-100000,MHC-GRCh38,MHC,4502173,4602173,100000,100,0,2,0,2,236760,236760,0,16384,1535,220376,58280,469823,4.062457,0.503934,1.019000,1136.266000,3933.403000,8997.884000,16220.943000,1,3665,7673b8a947f7fff0a7f89605e806df4c300c2c59ceb6140ecfed1f37f3ea8184,true,47.313600,120.940800,267.136000
fixed-window,fixed-w256k-zstd-6-dedup,random-100000-00006,random-100000,MHC-GRCh38,MHC,434533,534533,100000,100,0,2,0,2,278290,278290,0,16384,1535,261906,37660,186899,7.389538,1.488986,0.920000,1133.116000,2522.684000,3641.018000,9303.033000,2,846,61b2ebdac5872792613dc1ff802aadbbd22e9c28c8ae067fffca0085d722305d,true,48.421067,124.263200,278.210667
fixed-window,fixed-w256k-zstd-6-dedup,random-100000-00007,random-100000,MHC-GRCh38,MHC,1813450,1913450,100000,100,0,2,0,2,312948,312948,0,16384,1535,296564,42121,245093,7.429738,1.276854,0.798000,1275.454000,3268.947000,5563.629000,12860.753000,2,1420,5bd49a40268a771a3f3941b3cca19f2693e3d94f4fcc79f1781bff5a86d44474,true,49.345280,127.035840,287.452800
