storage_kind,experiment_id,query_id,query_class,sample,contig,start,end,query_size,context,coalescing_gap,physical_reads,mergeable_reads,dependency_rounds,total_bytes_fetched,unique_bytes_fetched,duplicate_bytes_fetched,bootstrap_bytes_fetched,logical_index_bytes,data_bytes_fetched,required_compressed_payload_bytes,canonical_payload_bytes,read_amplification,canonical_amplification,index_lookup_us,decompression_us,decode_us,graph_reconstruction_us,total_local_query_us,selected_chunks,selected_nodes,canonical_hash,correctness,simulated_20ms_ms,simulated_50ms_ms,simulated_100ms_ms
gbz-base,gbz-base-baseline,random-1000000-00002,random-1000000,MHC-GRCh38,MHC,3662178,4662178,1000000,100,,,,,,,,,,,,,,,,,,,1132578.076000,,,,true,,,
gbz-base,gbz-base-baseline,random-1000000-00003,random-1000000,MHC-GRCh38,MHC,1664410,2664410,1000000,100,,,,,,,,,,,,,,,,,,,221990.189000,,,,true,,,
gbz-base,gbz-base-baseline,random-1000000-00004,random-1000000,MHC-GRCh38,MHC,3882446,4882446,1000000,100,,,,,,,,,,,,,,,,,,,1060797.562000,,,,true,,,
gbz-base,gbz-base-baseline,random-1000000-00005,random-1000000,MHC-GRCh38,MHC,3946668,4946668,1000000,100,,,,,,,,,,,,,,,,,,,1034792.827000,,,,true,,,
gbz-base,gbz-base-baseline,random-1000000-00006,random-1000000,MHC-GRCh38,MHC,2514903,3514903,1000000,100,,,,,,,,,,,,,,,,,,,504663.858000,,,,true,,,
gbz-base,gbz-base-baseline,random-1000000-00007,random-1000000,MHC-GRCh38,MHC,1441302,2441302,1000000,100,,,,,,,,,,,,,,,,,,,196912.549000,,,,true,,,
gbz-base,gbz-base-baseline,random-1000000-00008,random-1000000,MHC-GRCh38,MHC,3577106,4577106,1000000,100,,,,,,,,,,,,,,,,,,,1031768.753000,,,,true,,,
gbz-base,gbz-base-baseline,random-1000000-00009,random-1000000,MHC-GRCh38,MHC,3789056,4789056,1000000,100,,,,,,,,,,,,,,,,,,,1100565.845000,,,,true,,,
fixed-window,fixed-w16k-none,random-1000-00000,random-1000,MHC-GRCh38,MHC,2654244,2655244,1000,100,0,3,1,3,135662,135662,0,23480,23480,112182,4386,4386,30.930689,30.930689,2.405000,7.839000,288.222000,298.892000,772.120000,1,20,7023756c327dfc42cc748fd0c699aba076a4fdd6e782fc68c4f9317650d78d1f,true,65.117653,163.852960,342.176533
fixed-window,fixed-w16k-none,random-1000-00001,random-1000,MHC-GRCh38,MHC,4897918,4898918,1000,100,0,3,1,3,86765,86765,0,23480,23480,63285,3724,3724,23.298872,23.298872,2.109000,3.632000,51.822000,56.065000,209.106000,2,5,0f3e26b2367cd8c927e3fcc74784b7c68afda5a708cdf28af6c3d6753b64b953,true,63.813733,159.941200,329.137333
fixed-window,fixed-w16k-none,random-1000-00002,random-1000,MHC-GRCh38,MHC,1758423,1759423,1000,100,0,3,1,3,69586,69586,0,23480,23480,46106,2881,2881,24.153419,24.153419,2.096000,2.324000,58.226000,73.252000,208.421000,1,10,133fa0ebf1ed0843979635624467ecf79c6e162da236230f9bf2e6239a2b732e,true,63.355627,158.566880,324.556267
fixed-window,fixed-w16k-none,random-1000-00003,random-1000,MHC-GRCh38,MHC,3202374,3203374,1000,100,0,3,1,3,60858,60858,0,23480,23480,37378,3465,3465,17.563636,17.563636,2.526000,2.182000,37.666000,44.645000,146.610000,1,5,a206c9ece5e07726bb5b39e6657386c6246a99f8a3ab498cc78130719bfc8341,true,63.122880,157.868640,322.228800
fixed-window,fixed-w16k-none,random-1000-00004,random-1000,MHC-GRCh38,MHC,1529093,1530093,1000,100,0,3,1,3,90804,90804,0,23480,23480,67324,2774,2774,32.733958,32.733958,2.579000,3.644000,116.141000,110.258000,325.741000,1,7,9eeefc2c27475e650e4092df95a3b58017919691e0a971867d5f0c4f1d41b4a7,true,63.921440,160.264320,330.214400
fixed-window,fixed-w16k-none,random-1000-00005,random-1000,MHC-GRCh38,MHC,999079,1000079,1000,100,0,3,1,3,111475,111475,0,23480,23480,87995,4021,4021,27.723203,27.723203,2.408000,4.389000,103.940000,128.108000,384.528000,2,19,1a08adc0028aaf4bf93c8c4778378eb76cf8c8cbbb782f9c0496f0ac41df5129,true,64.472667,161.918000,335.726667
fixed-window,fixed-w16k-none,random-1000-00006,random-1000,MHC-GRCh38,MHC,4410732,4411732,1000,100,0,3,1,3,63157,63157,0,23480,23480,39677,2710,2710,23.305166,23.305166,2.002000,1.726000,42.267000,50.454000,156.923000,1,7,094f362cd65ffce3015be03603ec8e8c1ed6dcf943f687870ebde814eca7e69b,true,63.184187,158.052560,322.841867
fixed-window,fixed-w16k-none,random-1000-00007,random-1000,MHC-GRCh38,MHC,2388877,2389877,1000,100,0,3,1,3,67068,67068,0,23480,23480,43588,2947,2947,22.758059,22.758059,2.297000,2.340000,53.585000,58.847000,180.934000,1,7,b4a99b0d35f06ec587a0c4126c82f9477599b85bd0802556fd4e43d6d4593233,true,63.288480,158.365440,323.884800
fixed-window,fixed-w16k-none,random-1000-00008,random-1000,MHC-GRCh38,MHC,844767,845767,1000,100,0,3,1,3,56830,56830,0,23480,23480,33350,3007,3007,18.899235,18.899235,1.902000,1.948000,26.193000,36.275000,119.629000,1,10,ca775f09bf2a4a71b20e212b071ec8184f09136e111d888201e742f942c3a638,true,63.015467,157.546400,321.154667
fixed-window,fixed-w16k-none,random-1000-00009,random-1000,MHC-GRCh38,MHC,3227097,3228097,1000,100,0,3,1,3,92763,92763,0,23480,23480,69283,2531,2531,36.650731,36.650731,2.546000,4.130000,62.983000,73.127000,246.195000,2,4,0255a889f5167fbf3a955d8155ad751b4570581dfb0e9bc2cdea6ae7ea4670ac,true,63.973680,160.421040,330.736800
fixed-window,fixed-w16k-none,random-10000-00000,random-10000,MHC-GRCh38,MHC,3078533,3088533,10000,100,0,3,1,3,103404,103404,0,23480,23480,79924,21433,21433,4.824523,4.824523,2.192000,3.692000,86.562000,198.766000,420.131000,2,97,dc43b95c88885288ca814cae4378ab3fb571c5e1dfea4d8ed03d04722fc4c29b,true,64.257440,161.272320,333.574400
fixed-window,fixed-w16k-none,random-10000-00001,random-10000,MHC-GRCh38,MHC,2465757,2475757,10000,100,0,3,1,3,185783,185783,0,23480,23480,162303,27047,27047,6.868895,6.868895,2.376000,7.508000,305.163000,573.969000,1206.853000,2,160,20b86cc9f9e11e316321a49147f44632b0f28c77313432f361cefe6f65278e65,true,66.454213,167.862640,355.542133
fixed-window,fixed-w16k-none,random-10000-00002,random-10000,MHC-GRCh38,MHC,3576984,3586984,10000,100,0,3,1,3,57300,57300,0,23480,23480,33820,17036,17036,3.363466,3.363466,2.579000,1.651000,31.141000,87.722000,190.603000,1,57,7ee3b0bc227b0aa52897233ba7938e446f7c63d6ba45d9436bf4d1b4f86372fd,true,63.028000,157.584000,321.280000
fixed-window,fixed-w16k-none,random-10000-00003,random-10000,MHC-GRCh38,MHC,3405920,3415920,10000,100,0,3,1,3,88808,88808,0,23480,23480,65328,14667,14667,6.054953,6.054953,2.731000,3.298000,53.677000,100.734000,265.313000,2,33,e3d68b87ffccb4b800e2d33eb61b5ead880093fa6e7acc844608a79084deae1e,true,63.868213,160.104640,329.682133
fixed-window,fixed-w16k-none,random-10000-00004,random-10000,MHC-GRCh38,MHC,292664,302664,10000,100,0,3,1,3,156958,156958,0,23480,23480,133478,30494,30494,5.147176,5.147176,2.545000,4.998000,219.899000,475.033000,945.241000,2,191,c92e8dfca12914199b3963cd6ef7b4a904faf713b505df888eeec6cf7c1fbae3,true,65.685547,165.556640,347.855467
fixed-window,fixed-w16k-none,random-10000-00005,random-10000,MHC-GRCh38,MHC,2389603,2399603,10000,100,0,3,1,3,130306,130306,0,23480,23480,106826,29231,29231,4.457802,4.457802,3.248000,5.543000,150.694000,348.160000,707.799000,2,178,5f5306feca5ab49a03c990170c527475bd6c49449f1927cb0d675ceb2ae11911,true,64.974827,163.424480,340.748267
fixed-window,fixed-w16k-none,random-10000-00006,random-10000,MHC-GRCh38,MHC,542027,552027,10000,100,0,3,1,3,66534,66534,0,23480,23480,43054,18725,18725,3.553218,3.553218,1.872000,2.476000,51.103000,131.055000,261.963000,1,74,f16715bee2a56c8c2784af99f7d3f3693e22336065908aa9271549d1d35f9786,true,63.274240,158.322720,323.742400
fixed-window,fixed-w16k-none,random-10000-00007,random-10000,MHC-GRCh38,MHC,4185669,4195669,10000,100,0,3,1,3,681159,681159,0,23480,23480,657679,128437,128437,5.303448,5.303448,1.968000,38.573000,1802.214000,3672.406000,6940.449000,2,1170,85c69098d2911b7e6003d90847659c119df8a18e2207c8cdc3d72f5894d576c9,true,79.664240,207.492720,487.642400
fixed-window,fixed-w16k-none,random-10000-00008,random-10000,MHC-GRCh38,MHC,878649,888649,10000,100,0,3,1,3,147063,147063,0,23480,23480,123583,28208,28208,5.213521,5.213521,2.323000,7.894000,215.073000,384.946000,921.040000,2,164,95cdd4c8198d0235b09b1deafd6a4b64e49fc7a45f14e067d1aa541b938b7d02,true,65.421680,164.765040,345.216800
fixed-window,fixed-w16k-none,random-10000-00009,random-10000,MHC-GRCh38,MHC,2541935,2551935,10000,100,0,3,1,3,137579,137579,0,23480,23480,114099,49198,49198,2.796435,2.796435,1.968000,7.718000,245.463000,650.621000,1071.302000,1,378,eea2d4eb88aca6dcf6c4fe471c2c50678ad3c23800ae4b85272d58820810e48b,true,65.168773,164.006320,342.687733
fixed-window,fixed-w16k-none,random-100000-00000,random-100000,MHC-GRCh38,MHC,4262931,4362931,100000,100,0,3,1,3,741228,741228,0,23480,23480,717748,393053,393053,1.885822,1.885822,2.496000,38.506000,1564.754000,6121.629000,9364.284000,7,2892,befd5798f26d5c7b42d1717a5cfe86cf51b09dfc111ba1aae713cf80a449d48a,true,81.266080,212.298240,503.660800
fixed-window,fixed-w16k-none,random-100000-00001,random-100000,MHC-GRCh38,MHC,2031962,2131962,100000,100,0,3,1,3,257906,257906,0,23480,23480,234426,151055,151055,1.707365,1.707365,3.251000,10.358000,224.570000,805.378000,1460.396000,7,485,298779b47caf6fb56cd3bae009a7b724d447714231d6ef5bba143d0ba0d62ae6,true,68.377493,173.632480,374.774933
fixed-window,fixed-w16k-none,random-100000-00002,random-100000,MHC-GRCh38,MHC,1080439,1180439,100000,100,0,3,1,3,573847,573847,0,23480,23480,550367,237229,237229,2.418958,2.418958,2.859000,29.296000,987.066000,3226.645000,5517.561000,8,1338,919458d9233d10d96757b231e92f6f517dd5007403b91e944381979f638a151c,true,76.802587,198.907760,459.025867
fixed-window,fixed-w16k-none,random-100000-00003,random-100000,MHC-GRCh38,MHC,864953,964953,100000,100,0,3,1,3,331352,331352,0,23480,23480,307872,185678,185678,1.784552,1.784552,2.917000,19.502000,389.559000,1342.877000,2334.571000,7,820,f6107225b0af1dcefff1164d0ebcc9060ac13a8f00bdd5973ebd3832eab8ae2c,true,70.336053,179.508160,394.360533
fixed-window,fixed-w16k-none,random-100000-00004,random-100000,MHC-GRCh38,MHC,4129708,4229708,100000,100,0,3,1,3,3125354,3125354,0,23480,23480,3101874,1664136,1664136,1.878064,1.878064,2.872000,188.071000,8428.614000,37815.545000,56315.696000,7,15919,1386cc9557a3430593a42d82a4f8ee06e6ef3d3aaaeb97420f5ea050ab586a49,true,144.842773,403.028320,1139.427733
fixed-window,fixed-w16k-none,random-100000-00005,random-100000,MHC-GRCh38,MHC,4502173,4602173,100000,100,0,3,1,3,856828,856828,0,23480,23480,833348,469823,469823,1.823725,1.823725,4.101000,46.146000,2222.757000,8318.568000,13482.913000,7,3665,7673b8a947f7fff0a7f89605e806df4c300c2c59ceb6140ecfed1f37f3ea8184,true,84.348747,221.546240,534.487467
fixed-window,fixed-w16k-none,random-100000-00006,random-100000,MHC-GRCh38,MHC,434533,534533,100000,100,0,3,1,3,329427,329427,0,23480,23480,305947,186899,186899,1.762594,1.762594,3.178000,13.975000,421.852000,1531.455000,2616.249000,7,846,61b2ebdac5872792613dc1ff802aadbbd22e9c28c8ae067fffca0085d722305d,true,70.284720,179.354160,393.847200
fixed-window,fixed-w16k-none,random-100000-00007,random-100000,MHC-GRCh38,MHC,1813450,1913450,100000,100,0,3,1,3,433957,433957,0,23480,23480,410477,245093,245093,1.770581,1.770581,5.730000,24.023000,756.823000,2805.574000,4675.215000,7,1420,5bd49a40268a771a3f3941b3cca19f2693e3d94f4fcc79f1781bff5a86d44474,true,73.072187,187.716560,421.721867
fixed-window,fixed-w16k-none,random-100000-00008,random-100000,MHC-GRCh38,MHC,898253,998253,100000,100,0,3,1,3,279889,279889,0,23480,23480,256409,147605,147605,1.896203,1.896203,2.837000,13.345000,290.433000,788.705000,1532.241000,7,444,6f37807f43b3120ee8ab6e9d986088ca53183c089fd977eeb73eb6e3af745553,true,68.963707,175.391120,380.637067
