storage_kind,experiment_id,query_id,query_class,sample,contig,start,end,query_size,context,coalescing_gap,physical_reads,mergeable_reads,dependency_rounds,total_bytes_fetched,unique_bytes_fetched,duplicate_bytes_fetched,bootstrap_bytes_fetched,logical_index_bytes,directory_page_bytes_fetched,directory_pages_selected,directory_page_cache_hits,data_bytes_fetched,required_compressed_payload_bytes,canonical_payload_bytes,read_amplification,canonical_amplification,index_lookup_us,decompression_us,decode_us,graph_reconstruction_us,total_local_query_us,selected_chunks,selected_nodes,canonical_hash,correctness,haplotype_tiles_checked,haplotype_tiles_correct,simulated_20ms_ms,simulated_50ms_ms,simulated_100ms_ms
gbz,gbz-baseline,random-1000-00014,random-1000,GRCh38,chr19,54818543,54819543,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,917.825000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00015,random-1000,GRCh38,chr19,54822995,54823995,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,487.407000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00016,random-1000,GRCh38,chr6,31500086,31501086,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,429.877000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00017,random-1000,CHM13,chr19,18935132,18936132,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,1198.000000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00018,random-1000,GRCh38,chr6,31500755,31501755,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,460.865000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00019,random-1000,CHM13,chr6,31355683,31356683,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,526.491000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00020,random-1000,GRCh38,chr6,31505631,31506631,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,379.115000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00021,random-1000,GRCh38,chr19,54819258,54820258,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,531.394000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00022,random-1000,CHM13,chr6,31362561,31363561,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,252.957000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00023,random-1000,GRCh38,chr19,54818709,54819709,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,767.555000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00024,random-1000,GRCh38,chr6,31509347,31510347,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,349.584000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00025,random-1000,CHM13,chr19,18937374,18938374,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,3964.596000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00026,random-1000,CHM13,chr19,18928542,18929542,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,761.414000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00027,random-1000,CHM13,chr19,18933366,18934366,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,522.393000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00028,random-1000,CHM13,chr6,31362297,31363297,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,349.159000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00029,random-1000,GRCh38,chr6,31506359,31507359,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,295.113000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00030,random-1000,GRCh38,chr19,54827474,54828474,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,3689.685000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00031,random-1000,GRCh38,chr19,54826908,54827908,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,4073.367000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00032,random-1000,GRCh38,chr6,31506225,31507225,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,342.742000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00033,random-1000,GRCh38,chr6,31509336,31510336,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,407.725000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00034,random-1000,GRCh38,chr19,54816603,54817603,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,646.226000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00035,random-1000,CHM13,chr6,31362547,31363547,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,244.037000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00036,random-1000,CHM13,chr19,18937052,18938052,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,4448.993000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00037,random-1000,CHM13,chr6,31360965,31361965,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,357.394000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00038,random-1000,GRCh38,chr6,31504269,31505269,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,996.717000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00039,random-1000,GRCh38,chr6,31503747,31504747,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,830.730000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00040,random-1000,CHM13,chr19,18928411,18929411,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,678.159000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00041,random-1000,GRCh38,chr19,54823938,54824938,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,556.047000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00042,random-1000,CHM13,chr19,18939757,18940757,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,4721.437000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00043,random-1000,CHM13,chr6,31359247,31360247,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,279.410000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00044,random-1000,GRCh38,chr19,54827982,54828982,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,3230.790000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00045,random-1000,GRCh38,chr6,31502847,31503847,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,314.373000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00046,random-1000,CHM13,chr19,18934643,18935643,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,612.499000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00047,random-1000,CHM13,chr6,31358345,31359345,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,379.807000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00048,random-1000,GRCh38,chr19,54826949,54827949,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,3881.239000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-1000-00049,random-1000,CHM13,chr6,31353875,31354875,1000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,434.112000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00000,random-10000,CHM13,chr19,18927515,18937515,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,16064.934000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00001,random-10000,CHM13,chr19,18927048,18937048,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,15347.439000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00002,random-10000,GRCh38,chr6,31499564,31509564,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,7769.386000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00003,random-10000,CHM13,chr6,31353211,31363211,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,7892.960000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00004,random-10000,CHM13,chr6,31351115,31361115,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,8818.993000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00005,random-10000,GRCh38,chr6,31500727,31510727,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,7766.018000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00006,random-10000,CHM13,chr19,18927710,18937710,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,17684.326000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00007,random-10000,GRCh38,chr19,54819693,54829693,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,27587.906000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00008,random-10000,GRCh38,chr19,54817489,54827489,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,19112.054000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00009,random-10000,CHM13,chr6,31353418,31363418,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,7938.299000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00010,random-10000,CHM13,chr6,31352971,31362971,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,7985.472000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00011,random-10000,GRCh38,chr19,54818493,54828493,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,22704.740000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00012,random-10000,GRCh38,chr19,54818964,54828964,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,24706.930000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00013,random-10000,CHM13,chr6,31351555,31361555,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,8807.352000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00014,random-10000,CHM13,chr6,31352241,31362241,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,8391.400000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00015,random-10000,GRCh38,chr6,31500220,31510220,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,8237.126000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00016,random-10000,GRCh38,chr6,31498515,31508515,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,9307.299000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00017,random-10000,CHM13,chr19,18927173,18937173,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,16113.486000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00018,random-10000,GRCh38,chr19,54819485,54829485,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,28463.335000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00019,random-10000,GRCh38,chr19,54819535,54829535,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,27028.047000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00020,random-10000,GRCh38,chr19,54817554,54827554,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,19618.458000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00021,random-10000,CHM13,chr19,18929552,18939552,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,25142.111000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00022,random-10000,GRCh38,chr19,54820740,54830740,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,33759.300000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00023,random-10000,GRCh38,chr19,54818932,54828932,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,24665.514000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00024,random-10000,CHM13,chr6,31351872,31361872,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,8663.311000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00025,random-10000,CHM13,chr19,18928033,18938033,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,19426.090000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00026,random-10000,CHM13,chr19,18929766,18939766,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,27036.355000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00027,random-10000,GRCh38,chr19,54818824,54828824,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,28973.256000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00028,random-10000,GRCh38,chr6,31500466,31510466,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,7936.146000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00029,random-10000,GRCh38,chr19,54819488,54829488,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,27192.091000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00030,random-10000,CHM13,chr19,18929211,18939211,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,23942.484000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00031,random-10000,GRCh38,chr19,54818293,54828293,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,22348.755000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00032,random-10000,GRCh38,chr6,31498328,31508328,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,9049.530000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00033,random-10000,CHM13,chr19,18928926,18938926,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,22618.098000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00034,random-10000,GRCh38,chr19,54817527,54827527,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,19683.238000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00035,random-10000,CHM13,chr19,18930705,18940705,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,31521.271000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00036,random-10000,GRCh38,chr19,54819606,54829606,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,27482.863000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00037,random-10000,GRCh38,chr19,54816668,54826668,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,15331.257000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00038,random-10000,GRCh38,chr19,54820649,54830649,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,34657.920000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00039,random-10000,GRCh38,chr19,54818384,54828384,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,22717.475000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00040,random-10000,CHM13,chr19,18930520,18940520,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,30343.718000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00041,random-10000,GRCh38,chr19,54817653,54827653,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,19409.620000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00042,random-10000,CHM13,chr19,18928104,18938104,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,19366.248000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00043,random-10000,GRCh38,chr19,54819543,54829543,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,27158.981000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00044,random-10000,CHM13,chr19,18929474,18939474,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,25149.372000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00045,random-10000,GRCh38,chr6,31500088,31510088,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,8283.412000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00046,random-10000,CHM13,chr19,18930267,18940267,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,29380.774000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00047,random-10000,GRCh38,chr19,54817811,54827811,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,20376.135000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00048,random-10000,GRCh38,chr6,31499038,31509038,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,8482.531000,,,,true,,,22.471200,56.913600,121.712000
gbz,gbz-baseline,random-10000-00049,random-10000,GRCh38,chr19,54820051,54830051,10000,100,,1,,1,73920,73920,0,,,,,,73920,,,,,,,,,30158.416000,,,,true,,,22.471200,56.913600,121.712000
gbz-base,gbz-base-baseline,hard-micb,hard-MICB,GRCh38,chr6,31498145,31511124,12979,100,,,,,,,,,,,,,,,,,,,,,,19605.016000,,,,true,,,,,
gbz-base,gbz-base-baseline,hard-kir3dl1,hard-KIR3DL1,GRCh38,chr19,54816436,54830779,14343,100,,,,,,,,,,,,,,,,,,,,,,67930.327000,,,,true,,,,,
gbz-base,gbz-base-baseline,random-1000-00000,random-1000,GRCh38,chr19,54818630,54819630,1000,100,,,,,,,,,,,,,,,,,,,,,,2382.846000,,,,true,,,,,
gbz-base,gbz-base-baseline,random-1000-00001,random-1000,CHM13,chr6,31354488,31355488,1000,100,,,,,,,,,,,,,,,,,,,,,,1246.653000,,,,true,,,,,
gbz-base,gbz-base-baseline,random-1000-00002,random-1000,CHM13,chr19,18939211,18940211,1000,100,,,,,,,,,,,,,,,,,,,,,,11805.721000,,,,true,,,,,
gbz-base,gbz-base-baseline,random-1000-00003,random-1000,CHM13,chr19,18930672,18931672,1000,100,,,,,,,,,,,,,,,,,,,,,,1644.724000,,,,true,,,,,
gbz-base,gbz-base-baseline,random-1000-00004,random-1000,GRCh38,chr6,31509956,31510956,1000,100,,,,,,,,,,,,,,,,,,,,,,878.638000,,,,true,,,,,
gbz-base,gbz-base-baseline,random-1000-00005,random-1000,GRCh38,chr6,31505046,31506046,1000,100,,,,,,,,,,,,,,,,,,,,,,1874.743000,,,,true,,,,,
gbz-base,gbz-base-baseline,random-1000-00006,random-1000,GRCh38,chr19,54823280,54824280,1000,100,,,,,,,,,,,,,,,,,,,,,,1699.109000,,,,true,,,,,
gbz-base,gbz-base-baseline,random-1000-00007,random-1000,GRCh38,chr6,31503327,31504327,1000,100,,,,,,,,,,,,,,,,,,,,,,2269.576000,,,,true,,,,,
gbz-base,gbz-base-baseline,random-1000-00008,random-1000,GRCh38,chr19,54826165,54827165,1000,100,,,,,,,,,,,,,,,,,,,,,,9881.690000,,,,true,,,,,
gbz-base,gbz-base-baseline,random-1000-00009,random-1000,GRCh38,chr19,54825783,54826783,1000,100,,,,,,,,,,,,,,,,,,,,,,7599.510000,,,,true,,,,,
gbz-base,gbz-base-baseline,random-1000-00010,random-1000,GRCh38,chr19,54824197,54825197,1000,100,,,,,,,,,,,,,,,,,,,,,,1965.674000,,,,true,,,,,
gbz-base,gbz-base-baseline,random-1000-00011,random-1000,GRCh38,chr6,31508687,31509687,1000,100,,,,,,,,,,,,,,,,,,,,,,1460.740000,,,,true,,,,,
gbz-base,gbz-base-baseline,random-1000-00012,random-1000,GRCh38,chr6,31498578,31499578,1000,100,,,,,,,,,,,,,,,,,,,,,,2066.164000,,,,true,,,,,
gbz-base,gbz-base-baseline,random-1000-00013,random-1000,CHM13,chr19,18934804,18935804,1000,100,,,,,,,,,,,,,,,,,,,,,,2483.712000,,,,true,,,,,
gbz-base,gbz-base-baseline,random-1000-00014,random-1000,GRCh38,chr19,54818543,54819543,1000,100,,,,,,,,,,,,,,,,,,,,,,2377.639000,,,,true,,,,,
gbz-base,gbz-base-baseline,random-1000-00015,random-1000,GRCh38,chr19,54822995,54823995,1000,100,,,,,,,,,,,,,,,,,,,,,,1488.898000,,,,true,,,,,
gbz-base,gbz-base-baseline,random-1000-00016,random-1000,GRCh38,chr6,31500086,31501086,1000,100,,,,,,,,,,,,,,,,,,,,,,1439.494000,,,,true,,,,,
gbz-base,gbz-base-baseline,random-1000-00017,random-1000,CHM13,chr19,18935132,18936132,1000,100,,,,,,,,,,,,,,,,,,,,,,3383.238000,,,,true,,,,,
gbz-base,gbz-base-baseline,random-1000-00018,random-1000,GRCh38,chr6,31500755,31501755,1000,100,,,,,,,,,,,,,,,,,,,,,,1257.691000,,,,true,,,,,
gbz-base,gbz-base-baseline,random-1000-00019,random-1000,CHM13,chr6,31355683,31356683,1000,100,,,,,,,,,,,,,,,,,,,,,,1545.125000,,,,true,,,,,
gbz-base,gbz-base-baseline,random-1000-00020,random-1000,GRCh38,chr6,31505631,31506631,1000,100,,,,,,,,,,,,,,,,,,,,,,1551.361000,,,,true,,,,,
gbz-base,gbz-base-baseline,random-1000-00021,random-1000,GRCh38,chr19,54819258,54820258,1000,100,,,,,,,,,,,,,,,,,,,,,,1961.015000,,,,true,,,,,
gbz-base,gbz-base-baseline,random-1000-00022,random-1000,CHM13,chr6,31362561,31363561,1000,100,,,,,,,,,,,,,,,,,,,,,,956.757000,,,,true,,,,,
gbz-base,gbz-base-baseline,random-1000-00023,random-1000,GRCh38,chr19,54818709,54819709,1000,100,,,,,,,,,,,,,,,,,,,,,,2232.884000,,,,true,,,,,
gbz-base,gbz-base-baseline,random-1000-00024,random-1000,GRCh38,chr6,31509347,31510347,1000,100,,,,,,,,,,,,,,,,,,,,,,1177.857000,,,,true,,,,,
gbz-base,gbz-base-baseline,random-1000-00025,random-1000,CHM13,chr19,18937374,18938374,1000,100,,,,,,,,,,,,,,,,,,,,,,8684.995000,,,,true,,,,,
gbz-base,gbz-base-baseline,random-1000-00026,random-1000,CHM13,chr19,18928542,18929542,1000,100,,,,,,,,,,,,,,,,,,,,,,2312.614000,,,,true,,,,,
